Date_reported,Country_code,Country,WHO_region,New_cases,Cumulative_cases,New_deaths,Cumulative_deaths
1/3/20,CN,China,WPRO,0,0,0,0
1/4/20,CN,China,WPRO,1,1,0,0
1/5/20,CN,China,WPRO,0,1,0,0
1/6/20,CN,China,WPRO,3,4,0,0
1/7/20,CN,China,WPRO,0,4,0,0
1/8/20,CN,China,WPRO,0,4,0,0
1/9/20,CN,China,WPRO,0,4,0,0
1/10/20,CN,China,WPRO,0,4,0,0
1/11/20,CN,China,WPRO,0,4,0,0
1/12/20,CN,China,WPRO,41,45,1,1
1/13/20,CN,China,WPRO,0,45,0,1
1/14/20,CN,China,WPRO,0,45,0,1
1/15/20,CN,China,WPRO,0,45,0,1
1/16/20,CN,China,WPRO,0,45,0,1
1/17/20,CN,China,WPRO,4,49,1,2
1/18/20,CN,China,WPRO,0,49,0,2
1/19/20,CN,China,WPRO,76,125,1,3
1/20/20,CN,China,WPRO,77,202,1,4
1/21/20,CN,China,WPRO,93,295,2,6
1/22/20,CN,China,WPRO,147,442,11,17
1/23/20,CN,China,WPRO,132,574,1,18
1/24/20,CN,China,WPRO,261,835,8,26
1/25/20,CN,China,WPRO,462,1297,16,42
1/26/20,CN,China,WPRO,688,1985,14,56
1/27/20,CN,China,WPRO,776,2761,26,82
1/28/20,CN,China,WPRO,1772,4533,49,131
1/29/20,CN,China,WPRO,1464,5997,2,133
1/30/20,CN,China,WPRO,1739,7736,38,171
1/31/20,CN,China,WPRO,1984,9720,42,213
2/1/20,CN,China,WPRO,2101,11821,46,259
2/2/20,CN,China,WPRO,2590,14411,102,361
2/3/20,CN,China,WPRO,2827,17238,64,425
2/4/20,CN,China,WPRO,3233,20471,66,491
2/5/20,CN,China,WPRO,3892,24363,72,563
2/6/20,CN,China,WPRO,3697,28060,70,633
2/7/20,CN,China,WPRO,3151,31211,85,718
2/8/20,CN,China,WPRO,3387,34598,87,805
2/9/20,CN,China,WPRO,2653,37251,100,905
2/10/20,CN,China,WPRO,2984,40235,107,1012
2/11/20,CN,China,WPRO,2473,42708,100,1112
2/12/20,CN,China,WPRO,2022,44730,5,1117
2/13/20,CN,China,WPRO,15152,59882,252,1369
2/14/20,CN,China,WPRO,4050,63932,152,1521
2/15/20,CN,China,WPRO,2644,66576,142,1663
2/16/20,CN,China,WPRO,2008,68584,104,1767
2/17/20,CN,China,WPRO,2051,70635,98,1865
2/18/20,CN,China,WPRO,1893,72528,139,2004
2/19/20,CN,China,WPRO,1750,74278,113,2117
2/20/20,CN,China,WPRO,397,74675,122,2239
2/21/20,CN,China,WPRO,893,75568,0,2239
2/22/20,CN,China,WPRO,825,76393,205,2444
2/23/20,CN,China,WPRO,649,77042,2,2446
2/24/20,CN,China,WPRO,220,77262,150,2596
2/25/20,CN,China,WPRO,517,77779,70,2666
2/26/20,CN,China,WPRO,411,78190,52,2718
2/27/20,CN,China,WPRO,440,78630,29,2747
2/28/20,CN,China,WPRO,329,78959,44,2791
2/29/20,CN,China,WPRO,430,79389,47,2838
3/1/20,CN,China,WPRO,579,79968,35,2873
3/2/20,CN,China,WPRO,206,80174,42,2915
3/3/20,CN,China,WPRO,128,80302,33,2948
3/4/20,CN,China,WPRO,120,80422,36,2984
3/5/20,CN,China,WPRO,143,80565,32,3016
3/6/20,CN,China,WPRO,145,80710,29,3045
3/7/20,CN,China,WPRO,103,80813,28,3073
3/8/20,CN,China,WPRO,46,80859,28,3101
3/9/20,CN,China,WPRO,45,80904,23,3124
3/10/20,CN,China,WPRO,20,80924,16,3140
3/11/20,CN,China,WPRO,31,80955,22,3162
3/12/20,CN,China,WPRO,25,80980,11,3173
3/13/20,CN,China,WPRO,11,80991,8,3181
3/14/20,CN,China,WPRO,30,81021,13,3194
3/15/20,CN,China,WPRO,27,81048,10,3204
3/16/20,CN,China,WPRO,29,81077,14,3218
3/17/20,CN,China,WPRO,40,81117,13,3231
3/18/20,CN,China,WPRO,34,81151,11,3242
3/19/20,CN,China,WPRO,86,81237,8,3250
3/20/20,CN,China,WPRO,63,81300,5,3255
3/21/20,CN,China,WPRO,116,81416,6,3261
3/22/20,CN,China,WPRO,82,81498,6,3267
3/23/20,CN,China,WPRO,103,81601,9,3276
3/24/20,CN,China,WPRO,146,81747,7,3283
3/25/20,CN,China,WPRO,101,81848,4,3287
3/26/20,CN,China,WPRO,113,81961,6,3293
3/27/20,CN,China,WPRO,117,82078,5,3298
3/28/20,CN,China,WPRO,135,82213,3,3301
3/29/20,CN,China,WPRO,128,82341,5,3306
3/30/20,CN,China,WPRO,106,82447,4,3310
3/31/20,CN,China,WPRO,98,82545,4,3314
4/1/20,CN,China,WPRO,86,82631,7,3321
4/2/20,CN,China,WPRO,93,82724,6,3327
4/3/20,CN,China,WPRO,78,82802,4,3331
4/4/20,CN,China,WPRO,73,82875,4,3335
4/5/20,CN,China,WPRO,55,82930,3,3338
4/6/20,CN,China,WPRO,75,83005,2,3340
4/7/20,CN,China,WPRO,67,83072,0,3340
4/8/20,CN,China,WPRO,85,83157,2,3342
4/9/20,CN,China,WPRO,92,83249,2,3344
4/10/20,CN,China,WPRO,56,83305,1,3345
4/11/20,CN,China,WPRO,64,83369,4,3349
4/12/20,CN,China,WPRO,113,83482,0,3349
4/13/20,CN,China,WPRO,115,83597,2,3351
4/14/20,CN,China,WPRO,99,83696,0,3351
4/15/20,CN,China,WPRO,49,83745,1,3352
4/16/20,CN,China,WPRO,52,83797,0,3352
4/17/20,CN,China,WPRO,27,83824,0,3352
4/18/20,CN,China,WPRO,356,84180,1290,4642
4/19/20,CN,China,WPRO,21,84201,0,4642
4/20/20,CN,China,WPRO,36,84237,0,4642
4/21/20,CN,China,WPRO,13,84250,0,4642
4/22/20,CN,China,WPRO,37,84287,0,4642
4/23/20,CN,China,WPRO,15,84302,0,4642
4/24/20,CN,China,WPRO,9,84311,0,4642
4/25/20,CN,China,WPRO,13,84324,0,4642
4/26/20,CN,China,WPRO,14,84338,0,4642
4/27/20,CN,China,WPRO,3,84341,1,4643
4/28/20,CN,China,WPRO,6,84347,0,4643
4/29/20,CN,China,WPRO,22,84369,0,4643
4/30/20,CN,China,WPRO,4,84373,0,4643
5/1/20,CN,China,WPRO,12,84385,0,4643
5/2/20,CN,China,WPRO,3,84388,0,4643
5/3/20,CN,China,WPRO,5,84393,0,4643
5/4/20,CN,China,WPRO,7,84400,0,4643
5/5/20,CN,China,WPRO,4,84404,0,4643
5/6/20,CN,China,WPRO,2,84406,0,4643
5/7/20,CN,China,WPRO,3,84409,0,4643
5/8/20,CN,China,WPRO,6,84415,0,4643
5/9/20,CN,China,WPRO,1,84416,0,4643
5/10/20,CN,China,WPRO,14,84430,0,4643
5/11/20,CN,China,WPRO,20,84450,0,4643
5/12/20,CN,China,WPRO,1,84451,1,4644
5/13/20,CN,China,WPRO,7,84458,0,4644
5/14/20,CN,China,WPRO,6,84464,0,4644
5/15/20,CN,China,WPRO,5,84469,0,4644
5/16/20,CN,China,WPRO,9,84478,0,4644
5/17/20,CN,China,WPRO,6,84484,1,4645
5/18/20,CN,China,WPRO,10,84494,0,4645
5/19/20,CN,China,WPRO,6,84500,0,4645
5/20/20,CN,China,WPRO,5,84505,0,4645
5/21/20,CN,China,WPRO,2,84507,0,4645
5/22/20,CN,China,WPRO,13,84520,0,4645
5/23/20,CN,China,WPRO,2,84522,0,4645
5/24/20,CN,China,WPRO,3,84525,0,4645
5/25/20,CN,China,WPRO,11,84536,0,4645
5/26/20,CN,China,WPRO,7,84543,0,4645
5/27/20,CN,China,WPRO,1,84544,0,4645
5/28/20,CN,China,WPRO,3,84547,0,4645
5/29/20,CN,China,WPRO,0,84547,0,4645
5/30/20,CN,China,WPRO,18,84565,0,4645
5/31/20,CN,China,WPRO,5,84570,0,4645
6/1/20,CN,China,WPRO,18,84588,0,4645
6/2/20,CN,China,WPRO,9,84597,0,4645
6/3/20,CN,China,WPRO,5,84602,0,4645
6/4/20,CN,China,WPRO,1,84603,0,4645
6/5/20,CN,China,WPRO,11,84614,0,4645
6/6/20,CN,China,WPRO,6,84620,0,4645
6/7/20,CN,China,WPRO,9,84629,0,4645
6/8/20,CN,China,WPRO,5,84634,0,4645
6/9/20,CN,China,WPRO,4,84638,0,4645
6/10/20,CN,China,WPRO,3,84641,0,4645
6/11/20,CN,China,WPRO,11,84652,0,4645
6/12/20,CN,China,WPRO,7,84659,0,4645
6/13/20,CN,China,WPRO,12,84671,0,4645
6/14/20,CN,China,WPRO,58,84729,0,4645
6/15/20,CN,China,WPRO,49,84778,0,4645
6/16/20,CN,China,WPRO,45,84823,0,4645
6/17/20,CN,China,WPRO,44,84867,0,4645
6/18/20,CN,China,WPRO,36,84903,0,4645
6/19/20,CN,China,WPRO,37,84940,0,4645
6/20/20,CN,China,WPRO,30,84970,0,4645
